Akıntı örnek sayısı,Ortalama X (m/s),Ortalama Y (m/s),Ortalama Z (m/s),Maksimum büyüklük (m/s)
861,0.33522114914105644,0.05047444967801027,0.005907543483007125,0.5568349157072433
