samples,duration_sec,position_rmse_m,position_max_error_m,depth_rmse_m,speed_rmse_mps,roll_rmse_deg,pitch_rmse_deg,yaw_rmse_deg,yaw_max_error_deg,gt_max_abs_roll_deg,gt_max_abs_pitch_deg,max_along_track_m,max_abs_cross_track_m
1478,49.230000000000004,0.19974163033648426,1.1286727500035465,0.0011464033110450157,0.15158820203303439,0.005842453338709287,0.004570311558975013,0.011191833548347041,0.02554714587264921,5.290500245503728,3.2622377848235558,36.26275103668034,6.588374629360059
