t,x,y,z,vx,vy,vz,roll,pitch,yaw,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz,gt_roll,gt_pitch,gt_yaw
0.0,0.0,0.0,-0.09954147180678774,0.006663899707234577,-0.00984473945550235,-0.006040030573814192,-6.21344546289926e-05,-0.006540973695810415,-3.1681134332828265e-05,0.0,0.0,-0.10239165607598595,0.0009266629535612761,0.001662699939167451,0.0037076003113676237,-0.00011905237600922412,-0.004042265250117218,-5.071490464521685e-05
0.03500000000000014,-0.0006375462971845991,0.0006241631044190399,-0.09816362594938255,-0.013441349393929158,0.012436796257929927,-0.008240911168229559,-0.00012424749152684098,-0.006463571402260727,7.545113924756208e-06,2.8825574756474394e-05,-0.00012337279316063782,-0.102155647377125,0.0008004043110901119,-0.0028175550431879613,0.007872010604212769,-7.117857127857061e-05,-0.0039454774658963885,9.824236051679983e-05
0.07000000000000028,-0.0011117361668766534,0.0010645646297291478,-0.09771375052014264,-0.01376305134544964,0.012730452645314472,-0.008477681209114962,-0.0001225759133700599,-0.006272291622498205,2.7455809670229304e-07,5.5122077121882995e-05,-3.947993651939968e-05,-0.10183213845029145,0.0007581513911130021,0.0031370189230167517,0.010160655909707265,-0.00011252541118053231,-0.0039529432502823265,-1.6825496354972364e-05
0.09999999999999964,-0.0014014478539698116,0.001438655964068101,-0.0979706584989018,-0.01107440024517663,0.01270754059265263,-0.013833127431735408,-0.00012896399998663102,-0.006083669269994375,1.9044226836850704e-05,7.512412185839423e-05,4.590433276729133e-05,-0.10147727555478672,0.0006648793214740399,0.002241995210158446,0.012669579809092443,-0.00011222567807131643,-0.004008017427791715,-0.00011891752171847563
0.1349999999999998,-0.0017906856855915976,0.0018883854990860982,-0.09846325417629487,-0.011334301070064612,0.012995469654924818,-0.014177862179337808,-9.951744973557554e-05,-0.005816805584979878,6.501318101159724e-05,9.323452532927725e-05,-2.6637185409758004e-05,-0.1009999871202496,0.0005283565179992778,-0.0028004324572795344,0.01403220742293803,-6.725162051017747e-05,-0.004154396633525968,-1.6339392483047087e-05
0.16999999999999993,-0.0012182422069599852,0.0023246377416512587,-0.10027345377693564,0.009825559794649052,0.01276255350876454,-0.014200377209249382,-0.00011383379985474561,-0.005579695569073006,0.0001249459503585015,0.00010764800186624512,4.813669288373482e-05,-0.10050266037367386,0.0004478197594405554,0.0029214257076026285,0.014590621596475447,-0.00011344005267597556,-0.004384366981156628,-0.00010229173542144595
0.1999999999999993,-0.0009185409921883547,0.002711065983902472,-0.10126245336687134,0.010000997481142804,0.012999666925963993,-0.014489819436676044,-9.833302765516194e-05,-0.005324726413133529,0.00016154712600746635,0.00011806604120501105,7.553980960230537e-05,-0.10005876905919536,0.00038600590023880194,0.0004553518970149817,0.014686722750932083,-0.00010089672281192204,-0.004607914686341834,-0.00012311331445696814
0.23499999999999943,-0.00116642537068401,0.002139285134092006,-0.10028660088346442,-0.003123554856500732,-0.009558108327723858,-0.003761184261847461,-0.00015156043953679085,-0.005014358011505405,0.00015218449406484424,0.0001250302923150313,0.00012072981118612053,-0.09960925216655384,0.0002528483056966141,0.001921498408582972,0.01301700249549526,-0.00011613142859667623,-0.004964617856757027,-0.0001590986239735431
0.2699999999999996,-0.0012765807591677003,0.0018008502065924858,-0.1027275324618131,-0.0032095900463957605,-0.009779455758518907,-0.0038665723107271788,-0.00015928129904585472,-0.00472098418425171,-4.370806402231864e-05,0.0001338576627367692,8.083732742023219e-05,-0.09919210674546801,0.0002954115883308021,-0.0004595091611970209,0.011401963212545023,-0.00010174411383240836,-0.005313961005030727,-9.007959585903254e-05
0.3000000000000007,-0.0007170290118665434,0.0020767349737411678,-0.10251559380049002,0.01127633433338815,0.002706529558707871,0.00022205649099849012,-0.00011106715819231282,-0.004499824527957052,-9.920003897878612e-06,0.00013857041233666934,0.000150394715839007,-0.09888400421418309,0.00019340078404611862,0.00184877432773757,0.009380718619763832,-0.00012928400230070747,-0.005607960021945017,-0.00015999893772423817
0.3349999999999991,-0.00031834210585657274,0.0021724523046771083,-0.1011692212782691,0.011508106942756058,0.0027618189432274676,0.0002128184512368847,-0.00015233102109490912,-0.004284218116922922,4.3800074579269925e-05,0.0001513757360531717,8.596968185567867e-05,-0.09858376011115923,0.0003938237037935161,-0.001005984316296354,0.007500895695578404,-0.00010922236623691733,-0.005888624722987189,-6.12119094811287e-05
0.3699999999999992,-0.0004461368471311289,0.002662765283758972,-0.0999495986175134,0.0010476049489511752,0.010680096286421303,0.0038785763889563896,-0.00015151370358479357,-0.004143284070281973,-3.611827973326598e-05,0.000163330094459457,6.028515510489711e-05,-0.09842014505029309,0.0003909864183657727,-0.0006062338931961247,0.003669308335613496,-0.00012124357521856839,-0.006174775446686386,-1.9500100600582555e-05
0.40000000000000036,-0.0004151739085500594,0.002986094764963809,-0.10095751199378356,0.0010468088654675967,0.010874144011495446,0.003932432059372104,-0.0001506432804494473,-0.004025220043570865,-0.00011950575791352945,0.0001780676564697714,-1.832692349387639e-05,-0.09835106880279888,0.0005353725082100678,-0.003341828729139163,0.0010132175006692587,-0.0001032919343796832,-0.006363055744613048,7.97910211445269e-05
0.4350000000000005,0.00013583695454144618,0.0018036659810150013,-0.10161451857584325,0.011970989584483505,-0.022069008198059237,0.010883635344555387,-0.00012532495646189193,-0.003975656639048086,-8.686143986169625e-05,0.00019321309605246952,2.792988813047991e-05,-0.09841240204759664,0.00040494842463209796,0.0022290010174644396,-0.002846410212545274,-0.00015241244159322687,-0.006550653855808454,1.4741552591904635e-05
0.46999999999999886,0.0005571670244535198,0.0010233688103085115,-0.10219961622124174,0.012193707718438418,-0.022521622139606734,0.011082677526076168,-0.0001412974495367258,-0.004061695965437373,3.135032280843219e-05,0.00021575498267622947,2.3679384982473236e-05,-0.09852544971646257,0.0006494155030862468,-0.00028706837898683033,-0.0042698986965027065,-0.0001451264360228593,-0.006593798099708364,1.8113772848640317e-05
0.5,0.0006297709101090732,0.0016780758273000629,-0.10090491611435937,0.006257774056109611,0.004881792445246447,0.012253797849666626,-0.0001488146522974354,-0.00414346680788924,-2.9726921250805567e-05,0.00023372332497562098,9.194884042626625e-05,-0.09871721351650335,0.0005297375993382977,0.0030909894990419524,-0.0073636827046503345,-0.00017729275509175213,-0.0066015120974870535,-6.545661496375473e-05
0.5350000000000001,0.0008484426275572332,0.0018521629182259858,-0.10235821843889426,0.0063407337241869755,0.005063117622682967,0.01247676020147992,-0.00014512496233454184,-0.004275754156994883,-7.528457965211288e-05,0.00026285675111958857,7.292075466682935e-06,-0.09902333993915552,0.000801756144029012,-0.0030963316059377938,-0.009816843255648713,-0.0001356418933530606,-0.006528429323859176,4.559742745891091e-05
0.5700000000000003,0.0014942760039957648,0.0016456885692832657,-0.10170908778354715,0.014668422554564131,-0.0022492632194683893,0.01968665256060831,-0.00015754119244437703,-0.004483706162590638,-0.00012874818812891317,0.0002908219018538105,5.306966270095852e-05,-0.09940279873905125,0.0007687166979763489,0.0010619178554152186,-0.011045160625167102,-0.00017448697447940928,-0.0063975518871685145,-1.0999870781551552e-05
0.5999999999999996,0.0019348714986335835,0.0015785967972306025,-0.10057540280513422,0.014886512673683683,-0.0022274177268712947,0.01999942644613384,-0.00017817350799775866,-0.0047030899328652795,-6.197438465793682e-05,0.00031883465084625584,3.688155475399514e-05,-0.09974840318823754,0.0008453346095899976,4.210255292428104e-05,-0.012146688772456823,-0.00017033803641654322,-0.0062210989466278685,1.0761720744027558e-05
0.6349999999999998,0.002705062859604368,0.001998337570825015,-0.09995859686932818,0.020159064935569404,0.00793152994464208,0.010555175746674195,-0.0001816496755293606,-0.004972070274698038,-7.169382845040319e-05,0.00035394123561016585,-5.665137973377197e-06,-0.10018016579523804,0.0009403799701635996,-0.001159555885070771,-0.012451724360776014,-0.000171694740122659,-0.005974315400314112,6.138124061154886e-05
0.6699999999999999,0.0034150553119616234,0.0022801517170876195,-0.09913697976162439,0.020519390598565224,0.008170849922407797,0.010717208844710058,-0.00020391072650216557,-0.005234942653961294,-9.771191141849656e-05,0.0003895906258506443,-4.7108758787106664e-05,-0.10062070185011554,0.0009406590759053,-0.0012780838269518119,-0.012696017326120853,-0.00017350092692160172,-0.005710735874128984,0.00010322442682264527
0.6999999999999993,0.0028518773310679535,0.0016598151516404869,-0.09996365270035312,-0.0032455551643408853,-0.009297621666064515,0.003625697369912473,-0.0001726985130208192,-0.005460113848636538,-2.7319985487661565e-05,0.00041937236092870304,-7.878730524133515e-05,-0.10100146104255621,0.0009166254263893276,-0.0006694337507724877,-0.012337947089955151,-0.00017545263687480367,-0.005497194122694788,0.00012872735837319145
0.7349999999999994,0.0027345106041138934,0.001331723800689133,-0.09801903457218941,-0.003421058619323958,-0.00945169810910329,0.0036334174861707424,-0.0001418368287260385,-0.00569808761047108,4.4809475468809985e-05,0.00045583572795981816,-0.00015845005808051433,-0.10134107939583956,0.0009617651591368633,-0.0022174778669421147,-0.009150542123684066,-0.00016058142939123947,-0.005173383554730328,0.00020327229550492717
0.7699999999999996,0.003006923591328814,0.001622589883851333,-0.09742171227298968,0.0036546198236067085,0.0018587719529890023,-0.00039476417776818096,-0.00021568700431995322,-0.005903575532539839,0.00010105773523294558,0.0004905148259939365,-5.2683371469348456e-05,-0.1016256728434633,0.0009418561564645978,0.003666634789041217,-0.007242889105447579,-0.00020751898429479057,-0.004883855859231609,4.803447048093288e-05
0.7999999999999989,0.0031164057554633473,0.0016795815726879937,-0.09771606308004266,0.0036393911067875706,0.001940522656653343,-0.00046545992436186623,-0.0001993014341192812,-0.005990307240243631,5.0539916891523276e-05,0.0005188208280060264,6.56102693385221e-05,-0.1017912869270782,0.0008748786671380987,0.0033493669155595313,-0.004680971210317417,-0.00021632697274082458,-0.004638733390883309,-0.00010107036267685161
0.8349999999999991,0.0028472767821767775,0.0018986673990752934,-0.0993663578651649,-0.004044425677932395,0.00492440438526387,-0.0027613966020823,-0.00021032730844794398,-0.006050366237170481,7.747078702768918e-05,0.0005511379397957753,-7.964038623727067e-05,-0.10188891953616254,0.0008636245819198941,-0.003499436960143541,-0.0018851511824210215,-0.00015582912511362328,-0.004398540518097173,8.179678368599457e-05
0.8699999999999992,0.0027032586658606306,0.0020736873069893136,-0.09885307489457773,-0.004218711465057368,0.00507876086120973,-0.0028858920406378274,-0.00020284420755523056,-0.006133068678248144,0.00014664880609016606,0.0005789696666012027,-2.0219054222000358e-05,-0.101904121152072,0.000777357176753861,0.0018266153318791032,0.0007929751286385686,-0.00019639200488912335,-0.0042336473607954795,7.690254780638968e-07
0.9000000000000004,0.0028713997098748223,0.0020826625434722246,-0.09936386333038172,0.0015489295899016042,0.002306830354669387,-0.004010451237604684,-0.0002300360901914544,-0.006125389808942838,0.0001382900273250165,0.0006010532294586923,5.711203131964369e-05,-0.10181827482751414,0.0006718509417441867,0.003451671810267499,0.003385859580738023,-0.00021519337738060872,-0.004109088800863455,-9.359419112286936e-05
0.9350000000000005,0.0029256342572807625,0.0021649873048374957,-0.09912928072799332,0.0015007311233432574,0.0023993016688166335,-0.0041548630006218445,-0.0002269782642927431,-0.00603812329485809,2.7401457339593094e-05,0.0006231221852974761,0.00011447833510526504,-0.10160067919973265,0.0006031186884127238,0.0014619866846329098,0.006927024959291897,-0.00021004944448271788,-0.004006534388656593,-0.00014775087136341422
0.9699999999999989,0.0034678732608881546,0.002150238779023539,-0.0989641189539725,0.010405137370071316,0.0006537060632361147,-0.008322683056803726,-0.00021492105554887783,-0.005941708814151347,0.00010251693414975448,0.0006426908662078281,-6.13681316945892e-06,-0.10135573538299511,0.0005425520599494181,-0.003568977529102117,0.007377348680974939,-0.00016623570288743132,-0.004040929370069122,1.6101201471406653e-05
1.0,0.003783409451443731,0.0021705021779894196,-0.09987091100538237,0.010531940755186042,0.0006984468388822052,-0.008523903010143385,-0.00020401807686987183,-0.005793538830283219,9.365076424172614e-05,0.000654007356772901,-8.243564308406351e-07,-0.10112556768314346,0.0003663645011592083,0.0013953215539637734,0.008285353584097155,-0.00020172856921480835,-0.004156652253163852,8.53581073153961e-06
1.0350000000000001,0.002884480016746238,0.00148424643239764,-0.10128660386408228,-0.012652196789190384,-0.01229476433053378,-0.010708792758748586,-0.00020633336215070133,-0.005582968217951125,7.86277713102912e-05,0.0006683472081145946,6.134346313777906e-05,-0.10070686187114364,0.0003966172948910669,0.0019261395647391473,0.012009311681407621,-0.0002165036358286834,-0.004222810459817138,-6.5779024540615e-05
1.0700000000000003,0.0024374980785069056,0.0010497664942477059,-0.10132797253709214,-0.01301109849327986,-0.012525965276097395,-0.010981290460847504,-0.0002315658862888093,-0.005369982823966169,9.917680911497587e-05,0.0006759273820442502,0.00010986091505760072,-0.10032122996534384,0.00021497822301473613,0.001554400623751309,0.01104578147484596,-0.000224248082257009,-0.004417883691880606,-0.00011318496919215191
1.0999999999999996,0.002556129363256332,0.0019621626544221726,-0.10111359110533158,-0.0037036975178352805,0.011443997775245407,-0.0037240793551518436,-0.00019788826590660946,-0.005160617902088216,5.338906980378865e-05,0.0006845605607086469,3.6456814609504896e-05,-0.0999829989333792,0.0004063980062445083,-0.004659822410635813,0.011257379387845172,-0.0001802667198987153,-0.004609529601164306,-7.9478458758681e-06
1.1349999999999998,0.0024244385749625508,0.0023675784701993052,-0.10136883173299793,-0.0038590734361036994,0.0117244175814335,-0.0038458399746730265,-0.00016896961985146675,-0.004900627970998439,1.1500697252309067e-05,0.000686337892623401,0.00011049119813120252,-0.09964895705806141,8.338425603472394e-05,0.0016281470244206874,0.00922621405113226,-0.0002399915205842895,-0.004914254856759708,-8.91236840791529e-05
1.17,0.0034774574173752626,0.002519845708320645,-0.10194082072848687,0.017291904859121132,0.007296512274535871,-0.004527828033019432,-0.0002626685904667525,-0.004696568141470792,-2.518534856976728e-05,0.0006938147424979668,0.00010080469931757563,-0.09928744613208593,0.00022273943402738753,0.000368418712971939,0.009734641191321516,-0.00024111767534822407,-0.0051422460316219165,-6.43203026695288e-05
1.1999999999999993,0.0040005495279729075,0.002741038177731525,-0.10324224870646503,0.01753861698421133,0.007452920458149492,-0.00464359566004191,-0.00018446512627079414,-0.004502037051589802,1.482016899023719e-05,0.0006951521267000159,0.00014782846741630886,-0.0990584303122049,8.106698358112444e-05,0.001079614407717322,0.006872388145152791,-0.00025889313951202655,-0.0053875673604754535,-0.00011008845837685632
1.2349999999999994,0.0021412868977677135,0.0014013097233487315,-0.10332019799943737,-0.027492213198684112,-0.021701290360283565,0.002348269813637671,-0.00022079567344857054,-0.004350349353946293,3.789902802298072e-05,0.000706437026789519,6.236554106186453e-05,-0.09883799852170244,0.00031252631549480106,-0.0010673548240659153,0.0055843865421269,-0.00024344817556643843,-0.005619891205417149,6.275059269109018e-06
1.2699999999999996,0.0011666543646242644,0.0006338755956107889,-0.10054484222837345,-0.028182287186382382,-0.022151913794346,0.0023813807394219566,-0.0002127761366428338,-0.004235835595363112,4.240176180259069e-05,0.000717315299039178,-1.0284093775651112e-05,-0.09872702302109491,0.0003706032022609601,-0.0023966202146384844,0.002520702082227648,-0.0002425765459703505,-0.0058560848460178635,9.452152704427797e-05
1.3000000000000007,0.00027310769519317546,0.00010522522674705215,-0.10064776114995766,-0.029494910511857597,-0.019889366592224178,0.0042245333956998365,-0.0002014591957926193,-0.004154324634091378,-6.65645038706586e-05,0.0007262783534649486,4.5514593061729105e-05,-0.0986654818692561,0.00023430033689476548,0.003974066298242291,0.001250587398197497,-0.00029722134928344035,-0.005985032509089355,1.6331605276459433e-05
1.334999999999999,-0.0007722543514319113,-0.0005976495464778964,-0.10182483629387207,-0.030200325672467443,-0.020283960282199587,0.004275912655629099,-0.0002270171505092122,-0.004154230111035772,-0.00017156725633826753,0.0007436170981536257,2.0563072105125364e-05,-0.09864260515074229,0.00046815190424969946,1.0982264752004266e-05,-0.00042614154770720847,-0.00027538178512829555,-0.006033689307231308,4.225720412189062e-05
1.3699999999999992,-0.001548492477468244,-0.00015809716006742747,-0.10026581681358948,-0.02585787140287721,-0.0009515129556376678,0.014746960258889885,-0.0001985820366536828,-0.004194211589071627,-0.00010961779786766714,0.0007598284899721359,-5.069176298603295e-05,-0.09879063760108944,0.0004378801108888902,-0.0022076059373355777,-0.0054637682274325736,-0.0002617583552673685,-0.006138786382721058,0.00012168809154682567
