t,navigation_valid,navigation_degraded,failsafe,dvl_ok
62.962,True,True,False,False
63.007,True,True,False,False
63.054,True,True,False,False
63.097,True,True,False,False
63.139,True,True,False,False
63.182,True,True,False,False
63.228,True,True,False,False
63.27,True,True,False,False
63.312,True,True,False,False
63.361,True,True,False,False
63.405,True,True,False,False
63.45,True,True,False,False
63.494,True,True,False,False
63.542,True,True,False,False
63.585,True,True,False,False
63.627,True,True,False,False
63.677,True,True,False,False
63.716,True,True,False,False
63.757,True,True,False,False
63.805,True,True,False,False
63.85,True,True,False,False
63.891,True,True,False,False
63.939,True,True,False,False
63.984,True,True,False,False
64.025,True,True,False,False
64.073,True,True,False,False
64.116,True,True,False,False
64.163,True,True,False,False
64.213,True,True,False,False
64.259,True,True,False,False
64.299,True,True,False,False
64.345,True,True,False,False
64.391,True,True,False,False
64.436,True,True,False,False
64.482,True,True,False,False
64.523,True,True,False,False
64.565,True,True,False,False
64.608,True,True,False,False
64.652,True,True,False,False
64.693,True,True,False,False
64.737,True,True,False,False
64.781,True,True,False,False
64.822,True,True,False,False
64.867,True,True,False,False
64.909,True,True,False,False
64.952,True,True,False,False
65.001,True,True,False,False
65.046,True,True,False,False
65.085,True,True,False,False
65.127,True,True,False,False
65.169,True,True,False,False
65.215,True,True,False,False
65.265,True,True,False,False
65.312,True,True,False,False
65.354,True,True,False,False
65.401,True,True,False,False
65.447,True,True,False,False
65.49,True,True,False,False
65.533,True,True,False,False
65.576,True,True,False,False
65.616,True,True,False,False
65.66,True,True,False,False
65.706,True,True,False,False
65.75,True,True,False,False
65.796,True,True,False,False
65.84,True,True,False,False
65.883,True,True,False,False
65.932,True,True,False,False
65.975,True,True,False,False
66.02,True,True,False,False
66.064,True,True,False,False
66.11,True,True,False,False
66.156,True,True,False,False
66.199,True,True,False,False
66.244,True,True,False,False
66.289,True,True,False,False
66.329,True,True,False,False
66.375,True,True,False,False
66.415,True,True,False,False
66.463,True,True,False,False
66.508,True,True,False,False
66.55,True,False,False,True
66.595,True,False,False,True
66.639,True,False,False,True
66.681,True,False,False,True
66.727,True,False,False,True
66.767,True,False,False,True
66.811,True,False,False,True
66.857,True,False,False,True
66.902,True,False,False,True
66.948,True,False,False,True
66.991,True,False,False,True
67.034,True,False,False,True
67.077,True,False,False,True
67.122,True,False,False,True
67.165,True,False,False,True
67.208,True,False,False,True
67.255,True,False,False,True
67.3,True,False,False,True
67.344,True,False,False,True
67.388,True,False,False,True
67.434,True,False,False,True
67.479,True,False,False,True
67.519,True,False,False,True
67.561,True,False,False,True
67.605,True,False,False,True
67.651,True,False,False,True
67.695,True,False,False,True
67.736,True,False,False,True
67.783,True,False,False,True
67.824,True,False,False,True
67.868,True,False,False,True
67.915,True,False,False,True
67.96,True,False,False,True
68.001,True,False,False,True
68.046,True,False,False,True
68.084,True,False,False,True
68.127,True,False,False,True
68.174,True,False,False,True
68.221,True,False,False,True
68.262,True,False,False,True
68.309,True,False,False,True
68.348,True,False,False,True
68.389,True,False,False,True
68.433,True,False,False,True
68.469,True,False,False,True
68.498,True,False,False,True
68.511,True,False,False,True
68.536,True,False,False,True
68.576,True,False,False,True
68.621,True,False,False,True
68.662,True,False,False,True
68.707,True,False,False,True
68.748,True,False,False,True
68.79,True,False,False,True
68.836,True,False,False,True
68.88,True,False,False,True
68.923,True,False,False,True
68.969,True,False,False,True
69.015,True,False,False,True
69.057,True,False,False,True
69.103,True,False,False,True
69.143,True,False,False,True
69.19,True,False,False,True
69.235,True,False,False,True
69.279,True,False,False,True
69.319,True,False,False,True
69.367,True,False,False,True
69.409,True,False,False,True
69.455,True,False,False,True
69.5,True,False,False,True
69.546,True,False,False,True
69.591,True,False,False,True
69.631,True,False,False,True
69.677,True,False,False,True
69.72,True,False,False,True
69.764,True,False,False,True
69.81,True,False,False,True
69.853,True,False,False,True
69.895,True,False,False,True
69.939,True,False,False,True
69.98,True,False,False,True
70.026,True,False,False,True
70.07,True,False,False,True
70.111,True,False,False,True
70.158,True,False,False,True
70.193,True,False,False,True
70.227,True,False,False,True
70.255,True,False,False,True
70.283,True,False,False,True
70.302,True,False,False,True
70.33,True,False,False,True
70.364,True,False,False,True
70.399,True,False,False,True
70.429,True,False,False,True
70.47,True,False,False,True
70.51,True,False,False,True
70.555,True,True,False,False
70.596,True,True,False,False
70.637,True,True,False,False
70.681,True,True,False,False
70.72,True,True,False,False
70.759,True,True,False,False
70.805,True,True,False,False
70.85,True,True,False,False
70.896,True,True,False,False
70.94,True,True,False,False
70.982,True,True,False,False
71.028,True,True,False,False
71.078,True,True,False,False
71.124,True,True,False,False
71.165,True,True,False,False
71.211,True,True,False,False
71.255,True,True,False,False
71.295,True,True,False,False
71.344,True,True,False,False
71.392,True,True,False,False
71.436,True,True,False,False
71.482,True,True,False,False
71.532,True,True,False,False
71.573,True,True,False,False
71.618,True,True,False,False
71.668,True,True,False,False
71.713,True,True,False,False
71.758,True,True,False,False
71.808,True,True,False,False
71.856,True,True,False,False
71.9,True,True,False,False
71.942,True,True,False,False
71.986,True,True,False,False
72.028,True,True,False,False
72.07,True,True,False,False
72.111,True,True,False,False
72.158,True,True,False,False
72.205,True,True,False,False
72.255,True,True,False,False
72.3,True,True,False,False
72.344,True,True,False,False
72.392,True,True,False,False
72.437,True,True,False,False
72.483,True,True,False,False
72.533,True,True,False,False
72.576,True,False,False,True
72.621,True,False,False,True
72.669,True,False,False,True
72.719,True,False,False,True
72.766,True,False,False,True
72.807,True,False,False,True
72.851,True,False,False,True
72.898,True,False,False,True
72.945,True,False,False,True
72.993,True,False,False,True
73.04,True,False,False,True
73.086,True,False,False,True
73.135,True,False,False,True
73.183,True,False,False,True
73.228,True,False,False,True
73.261,True,False,False,True
