episode,Doğrulama kararı,Test süresi (s),Hedef mesafe (m),İlerleme (m),Son cross-track hata (m),Cross-track RMSE (m),Derinlik RMSE (m),Başlangıç GT-UKF çerçeve ofseti (m),GT yer değiştirme (m),UKF yer değiştirme (m),UKF karşılaştırma durumu,UKF konum RMSE (m),UKF zaman eşleme ortalama hatası (ms),UKF zaman eşleme maksimum hatası (ms),Maksimum hız (m/s),DVL hız sınırı ihlal sayısı,Navigasyon geçerli oranı,Navigasyon degraded oranı
rl_policy_following_current_20260615_234910,KABUL - ROS/Gazebo politika adayı koşulları sağlandı,42.30665636062622,49.76815837653768,48.4739243172667,0.05142658479414619,0.35043455299909254,0.055086073639766205,4.035270532035243,48.47415905263819,48.460513987740455,GEÇERLİ,0.07326262938531097,8.874615742302142,37.53304481506348,1.7197423389736577,0,1.0,0.0
