topic,message_count,average_hz
/clock,58565,911.3211971430821
/imu/data,11717,182.3264828297702
/ground_truth/odometry,5852,91.06209588801019
/battery/state,3102,48.269757594772315
/sara_uuv/fin_3/cmd_pos,2929,45.577730494870444
/sara_uuv/fin_1/cmd_pos,2929,45.577730494870444
/sara_uuv/fin_2/cmd_pos,2929,45.577730494870444
/guidance/setpoint,2929,45.577730494870444
/tf,2929,45.577730494870444
/sara_uuv/cmd_vel,2929,45.577730494870444
/sara_uuv/fin_4/cmd_pos,2929,45.577730494870444
/sara_uuv/propeller/cmd_angvel,2929,45.577730494870444
/auv/state,2929,45.577730494870444
/pressure/depth_pose,2929,45.577730494870444
/odometry/ukf,1759,27.371535657383784
/auv/fire/capacitive_sensor_z,1723,26.81134504699958
/auv/fire/capacitive_surface_valid,1723,26.81134504699958
/navigation/status,1287,20.02681432123532
/ocean_current/status,1285,19.99569262065842
/ocean_current,1285,19.99569262065842
/auv/failsafe/status,1172,18.237316538063556
/dvl/raw,888,13.818035056143719
/dvl/quality_twist,888,13.818035056143719
/guidance/goal,557,8.667393610666725
/rosout,45,0.700238262980256
