episode,Doğrulama kararı,Test süresi (s),Hedef mesafe (m),İlerleme (m),Son cross-track hata (m),Cross-track RMSE (m),Derinlik RMSE (m),Başlangıç GT-UKF çerçeve ofseti (m),GT yer değiştirme (m),UKF yer değiştirme (m),UKF karşılaştırma durumu,UKF konum RMSE (m),UKF zaman eşleme ortalama hatası (ms),UKF zaman eşleme maksimum hatası (ms),Maksimum hız (m/s),DVL hız sınırı ihlal sayısı,Navigasyon geçerli oranı,Navigasyon degraded oranı
rl_policy_cross_current_20260615_235035,KABUL - ROS/Gazebo politika adayı koşulları sağlandı,54.30445909500122,49.80722586323063,48.38911862729617,2.1476503583957745,1.2329448475456237,0.1027240112139656,4.205013011947381,48.436793817847835,48.48753795080766,GEÇERLİ,0.0595481113548998,8.853316599128197,36.407470703125,1.4708865262668247,0,1.0,0.0
