t,step,x,y,z,u,yaw,pitch,ex,ey,ez,eu,throttle,pitch_fin,yaw_fin,esc_pwm,pitch_pwm,yaw_pwm,current_n,current_e,current_d,current_mode,energy_wh,reward,done,truncated,reward_progress,reward_depth,reward_cross,reward_energy,reward_fin,reward_time,reward_safety,reward_terminal
16.89999999999997,169,12.784345441679035,-0.06402640933799794,1.96985919604323,0.7355486297180726,0.020286292356127333,0.005720005042056803,12.757877157962158,-0.04151271511146244,1.9843927664995211,0.7737084820070249,0.5078042011682983,-0.20943951023931956,0.04316072658520008,1507.8042011682983,1100.0,1582.4309158016686,0.04309284097432682,-0.009919614027786768,0.0016756277870215806,calm,1.9340441569147395,1.1254987551189253,False,False,1.323404521303523,-0.06712738996173863,-0.05442244793729825,-0.02820399604795648,-0.03015193223760428,-0.018,0.0,0.0
16.99999999999997,170,12.862081007122866,-0.06351172334369475,1.970174964467202,0.7347320238251055,0.020857218989635218,0.0009898997260042782,12.835238558983233,-0.040318565136015755,1.9548430460965829,0.782246987384508,0.5030415473424361,0.1837273431452928,0.027520428665091044,1503.0415473424362,1850.8933781125704,1552.5601470966856,0.042784612351912193,-0.010176471213132287,0.001607132537596109,calm,1.9435901762627916,1.1302107136653492,False,False,1.3215046125451266,-0.06641565764223507,-0.053984964842140534,-0.027677431069823538,-0.025215845325578495,-0.018,0.0,0.0
17.099999999999973,171,12.939650158087108,-0.06294753908147932,1.9705292480142802,0.7334229554915851,0.0219524654966885,0.0017629756421198876,12.913447479901182,-0.03736172387224605,1.9564937859497045,0.7898575361032645,0.49699938095505264,-0.034229942294327534,0.006236962012939624,1496.9993809550526,1434.6256257852892,1511.9117200108287,0.04244767350750055,-0.010457253583475322,0.0015322572388379659,calm,1.9529271275105684,1.1497059081415917,False,False,1.3186755663921215,-0.065617327068927,-0.05350540821925742,-0.02701654207324904,-0.0048303808890962086,-0.018,0.0,0.0
17.199999999999974,172,13.016990038644503,-0.06233751538995703,1.9708495125750287,0.7315123636942075,0.0230525675991875,0.0015171883410633065,12.992399821615011,-0.03890527862345665,1.9618418010267475,0.7680974841443345,0.532367814158255,-0.03558506362837699,-0.008539693461820635,1532.367814158255,1432.0375346796502,1483.6903868767404,0.04208261871384762,-0.010761465911519432,0.0014511339513595366,calm,1.9620026632654413,1.1426296591614662,False,False,1.3147779694757045,-0.06489584816033889,-0.05298688808146347,-0.030998569169710437,-0.005267004902725581,-0.018,0.0,0.0
17.299999999999976,173,13.094531957683623,-0.061696885672284235,1.9710692460131176,0.7339378904855137,0.023839254244162777,0.0003552059484649079,13.069360953317888,-0.04214549612403405,1.980214258694573,0.7819356973882851,0.4993982918078279,-0.05932707236813152,0.014361210780912563,1499.398291807828,1386.6936380812954,1527.4278922148023,0.04169009183295332,-0.011088571645598011,0.0013639057556052488,calm,1.9726694531106461,1.1472954537494955,False,False,1.3182126236650475,-0.06440094844476582,-0.0524423528214416,-0.02727797776600055,-0.008795890883344185,-0.018,0.0,0.0
17.399999999999977,174,13.171863024332257,-0.06102178634886883,1.9710828156086846,0.7322665307851801,0.024841877896820463,-0.002223568103871745,13.147426141338887,-0.041778894934093994,1.9933781711585523,0.7403615073574842,0.5669722315096456,0.01867074650883739,-0.03262791777724592,1566.9722315096456,1535.6584991771665,1437.6852672354646,0.04127078518045622,-0.011437993856012267,0.0012707264994947808,calm,1.9818482678256264,1.1391064834764149,False,False,1.3146281330267815,-0.06437038885870311,-0.051868518396538506,-0.03515941529876859,-0.006123326996356374,-0.018,0.0,0.0
17.49999999999998,175,13.24979313080149,-0.06035429962421295,1.9709461150252057,0.7387111816881253,0.025024691726253767,-0.003950093890622498,13.221413703691521,-0.0401727258082188,1.9326936453690957,0.7367926331236947,0.5473740073056619,0.20943951023931956,0.02535311284886607,1547.374007305662,1900.0,1548.4208787919642,0.0408254383045681,-0.011809116252585702,0.0011717605270751977,calm,1.9942164602699906,1.1300353360321975,False,False,1.3248118099769428,-0.06467826235346325,-0.05130115468058101,-0.03277075198620331,-0.028026304924497758,-0.018,0.0,0.0
17.59999999999998,176,13.32803348806901,-0.05966463906035991,1.9710871007083133,0.7422944902803147,0.02573102545006467,0.00012319871952068493,13.295207832145046,-0.04302021939817844,1.9641517267023678,0.7481156851059474,0.529296560729318,-0.20943951023931956,-0.008352212280974594,1529.2965607293181,1100.0,1484.0484495567607,0.04035483668170284,-0.01220128427164008,0.0010671823886606972,calm,2.005603316326204,1.1403714832000018,False,False,1.3300860735478643,-0.0643607386126169,-0.05071494320130592,-0.030641936631237373,-0.025996971902702462,-0.018,0.0,0.0
17.69999999999998,177,13.401226548700052,-0.058907599314303234,1.9710747973530833,0.7434394213378972,0.026174439230424618,-0.0019040676286694175,13.369985525924045,-0.041815816767631735,1.9516359086037032,0.7470755025194992,0.537722545161192,0.09585930449553456,-0.02969713264242169,1537.722545161192,1683.0777858217857,1443.282654531635,-0.011253227400976899,-0.011886466142215548,0.0010767663357956576,calm,2.0161260565508914,1.0652096362148702,False,False,1.2442820307277032,-0.06438844643656536,-0.050071459417157745,-0.03162529295347517,-0.01498719570563442,-0.018,0.0,0.0
17.799999999999983,178,13.47460398850053,-0.05818053510979447,1.9711101813078857,0.7454810703536888,0.025927041832890296,-0.0011093843666817788,13.444628002766162,-0.03722163731282101,1.9701328187153477,0.7659404447796527,0.5102389322625492,-0.08674595036447899,0.03438875398525432,1510.2389322625493,1334.3274384754677,1565.677682202292,-0.01145583269821596,-0.012055303889914767,0.0010317429364091997,calm,2.0270466919274,1.0727197713229504,False,False,1.2474164766081195,-0.0643087605843083,-0.0494534548433253,-0.02847509962460913,-0.014459390232926528,-0.018,0.0,0.0
17.899999999999984,179,13.547825519420776,-0.0574325967940091,1.9710181094986616,0.7441056816404796,0.02644819553894795,-0.0027160916153811014,13.521146874880962,-0.038244738455368375,1.986860221988368,0.7344609562652424,0.566565239833921,-0.01776969925251856,0.007363484828682903,1566.5652398339212,1466.0623743204637,1514.0632201064047,-0.011627680229419655,-0.012198510165917845,0.0009935545961417122,calm,2.0367006181062046,1.075323195223571,False,False,1.2447660256441928,-0.06451611408227283,-0.04881770727490773,-0.03510895620181999,-0.003000052861621312,-0.018,0.0,0.0
17.999999999999986,180,13.621569859508725,-0.056635855276853546,1.9707763525181872,0.7494939989805702,0.02706616803150741,-0.004565382830913157,13.594655216030443,-0.03728907588158806,1.988885438615216,0.7573560731555177,0.5151982078632178,-0.027386473976194366,-0.007076484943845371,1515.1982078632177,1447.6956875139733,1486.4849092976597,-0.011768466900101752,-0.012315832391486259,0.0009622686693234687,calm,2.0490479566466373,1.0893076299090747,False,False,1.2536537814951245,-0.06506064387491536,-0.04814047698532551,-0.02903131802653593,-0.004113712699272939,-0.018,0.0,0.0
18.099999999999987,181,13.695188232734854,-0.05582193702463175,1.9703512492944677,0.7483617731992067,0.027459075343652106,-0.0068715866848277005,13.67040562578244,-0.03727663223047341,1.9769445165673638,0.758756407833923,0.5269617258600404,0.07496109636225867,-0.006552285779504459,1526.9617258600404,1643.1651483076964,1487.4860559556937,-0.011877944399080128,-0.012407063640634907,0.0009379403362171617,calm,2.058923835125468,1.079943162727996,False,False,1.2515123448441905,-0.06601839512872999,-0.04744864647093699,-0.030372197244527287,-0.00972994327200017,-0.018,0.0,0.0
18.19999999999999,182,13.768833538955443,-0.05499815856673194,1.9699140333703709,0.7487141562922044,0.027664745448704675,-0.006851123300787649,13.746176050419217,-0.03593603372699639,1.9631838680912015,0.7275262722816129,0.5725384038839845,0.06637371435384808,0.008067230505403204,1572.5384038839843,1626.7644567694128,1515.4072753439598,-0.011955919636433322,-0.0124720430050959,0.0009206125056942308,calm,2.0693378178015727,1.0754791127853198,False,False,1.251970205750018,-0.06700377543441936,-0.046748434781722144,-0.03585314949147099,-0.008885733257085792,-0.018,0.0,0.0
18.29999999999999,183,13.843044063793378,-0.05413569256372858,1.9695981975477086,0.754414550339725,0.02801959193722725,-0.005045744325352722,13.81895068593694,-0.03713116254105449,1.9931785375540756,0.7213135293566694,0.5630866551537382,-0.14619225381440326,-0.019322154481749804,1563.0866551537383,1220.7933619643127,1463.0974032365316,-0.012002255084061043,-0.012510655878119002,0.000910315739554737,calm,2.0819932474445477,1.0754117910425482,False,False,1.2615789222449063,-0.06771580802815444,-0.046015338679169286,-0.034679157320087105,-0.019756827174947228,-0.018,0.0,0.0
18.39999999999999,184,13.917661911699971,-0.05327076133736666,1.9691010274766996,0.7585136170225132,0.02791714021874636,-0.007336994111516715,13.891174828095867,-0.038944858441182874,2.0022591624711596,0.7256764049096676,0.5535756092545987,0.041536221221770905,-0.02794517992966198,1553.5756092545987,1579.3283390976399,1446.6286377432225,-0.012016869018248125,-0.012522834156608237,0.0009070681986242746,calm,2.094163170484905,1.0945749981909088,False,False,1.2685034144120788,-0.06883701140395705,-0.045280147136761664,-0.03351752634580002,-0.008293731334651088,-0.018,0.0,0.0
18.499999999999993,185,13.992544928536102,-0.052449672821345356,1.9685290829004483,0.7611407493775247,0.027225956434558274,-0.008187399938903269,13.963762306136887,-0.035407717693533486,1.991881089918839,0.7514032698590597,0.519764347119952,0.037751399608992424,-0.004105778729004534,1519.7643471199522,1572.099862276903,1492.1585402404485,-0.011999735663803947,-0.01250855636123809,0.0009108756107229802,calm,2.105855521762119,1.1057571367502672,False,False,1.2730112862142189,-0.07012739437979201,-0.04458222189814355,-0.02954820055873765,-0.004996332627278416,-0.018,0.0,0.0
18.599999999999994,186,14.067275770468386,-0.05168181747976006,1.967973490448247,0.7595540090462066,0.02652805809423109,-0.007888201810210946,14.03891942703252,-0.034186353335632996,1.9758498445291106,0.7571075070383574,0.5271351592105243,0.04341610344921118,0.011792301762976154,1527.1351592105243,1582.9186496847726,1522.521637392107,-0.011950885239523198,-0.012467847674337467,0.000921731260563146,calm,2.1159383245321752,1.1001311087564154,False,False,1.2704243128488368,-0.07138144859651806,-0.04392954485779605,-0.03039219269580209,-0.00659001794230498,-0.018,0.0,0.0
