episode,metrics_x_ukf_span_m,raw_telemetry_x_ukf_span_m,metrics_y_ukf_span_m,raw_telemetry_y_ukf_span_m
no_current,0.0,50.36297242518867,0.0,1.2527813052788588
following_current,0.0,56.62840603045697,0.0,1.001505107320554
cross_current,0.0,53.38081380566382,0.0,5.140161100716796
diagonal_current,0.0,81.42681691881262,0.0,2.3211950018958305
reverse_current,0.0,50.85683136750595,0.0,0.6608466482532549
hard_cross_current,0.0,56.14595054486972,0.0,19.61479240647168
