Doğrulama kararı,Test süresi (s),Hedef mesafe (m),İlerleme (m),Son cross-track hata (m),Cross-track RMSE (m),Derinlik RMSE (m),Başlangıç GT-UKF çerçeve ofseti (m),GT yer değiştirme (m),UKF yer değiştirme (m),UKF karşılaştırma durumu,UKF konum RMSE (m),UKF zaman eşleme ortalama hatası (ms),UKF zaman eşleme maksimum hatası (ms),Maksimum hız (m/s),DVL hız sınırı ihlal sayısı,Navigasyon geçerli oranı,Navigasyon degraded oranı
KABUL - ROS/Gazebo politika adayı koşulları sağlandı,53.27794528007507,49.811592558434675,48.505034817655556,-0.056224948927174,0.3890939482506285,0.04594218381135925,4.00820609278619,48.50513899336221,48.47856163029721,GEÇERLİ,0.01624365237218084,9.059296192856609,34.35111045837402,1.4594827403512503,0,1.0,0.0
