samples,duration_sec,position_rmse_m,position_max_error_m,depth_rmse_m,speed_rmse_mps,roll_rmse_deg,pitch_rmse_deg,yaw_rmse_deg,yaw_max_error_deg,gt_max_abs_roll_deg,gt_max_abs_pitch_deg,max_along_track_m,max_abs_cross_track_m,stage1_finish_line_error_m,stage1_finish_cross_track_m,stage1_outbound_50m_valid,stage1_finish_line_valid
3226,107.5,1.3406528813511343,1.644053151204754,0.07485829260180901,0.1695437231744917,0.46882667863833133,0.8714920048318201,3.378825295545771,6.507848379169004,10.382152767635747,9.731543109306418,73.84349360035667,32.600960414228204,3.1974955718202356,32.4550369407001,True,False
