time,topic,depth,speed,target_depth,target_speed,cmd_forward,cmd_vertical,cmd_yaw_rate
1781520650.5579426,/auv/state,0.0964769865222479,0.12025137279116752,,,,,
1781520650.5582128,/guidance/setpoint,,,0.09591184771416307,0.0,,,
1781520650.5583742,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.582292,/auv/state,0.0930341674508979,0.12025137279116752,,,,,
1781520650.582686,/guidance/setpoint,,,0.0964769865222479,0.0,,,
1781520650.5827725,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.594869,/auv/state,0.09768300968340307,0.1567768943994418,,,,,
1781520650.5950518,/guidance/setpoint,,,0.0930341674508979,0.0,,,
1781520650.595151,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.614416,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.6158636,/auv/state,0.09744431726085168,0.15968250672163675,,,,,
1781520650.616145,/guidance/setpoint,,,0.09768300968340307,0.0,,,
1781520650.640181,/guidance/setpoint,,,0.09744431726085168,0.0,,,
1781520650.640325,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.6417344,/auv/state,0.09141540034601363,0.15968250672163675,,,,,
1781520650.6605537,/auv/state,0.09397189642777448,0.17214909972284315,,,,,
1781520650.6608074,/guidance/setpoint,,,0.09141540034601363,0.0,,,
1781520650.6609752,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.681115,/auv/state,0.09711085622938105,0.17214909972284315,,,,,
1781520650.6814322,/guidance/setpoint,,,0.09397189642777448,0.0,,,
1781520650.6815257,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.7069025,/auv/state,0.09162667422192346,0.1752699268922171,,,,,
1781520650.7071998,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.7097454,/guidance/setpoint,,,0.09711085622938105,0.0,,,
1781520650.726153,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.727686,/auv/state,0.09281278461412512,0.17148630369739043,,,,,
1781520650.727928,/guidance/setpoint,,,0.09162667422192346,0.0,,,
1781520650.7460303,/guidance/setpoint,,,0.09281278461412512,0.0,,,
1781520650.7461438,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.7470777,/auv/state,0.09663682100466467,0.17148630369739043,,,,,
1781520650.766008,/auv/state,0.09602295424838303,0.17447977603243586,,,,,
1781520650.7661688,/guidance/setpoint,,,0.09663682100466467,0.0,,,
1781520650.766265,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.7909658,/auv/state,0.09235148188552976,0.17447977603243586,,,,,
1781520650.7913382,/guidance/setpoint,,,0.09602295424838303,0.0,,,
1781520650.7914684,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.809966,/auv/state,0.09640074512407966,0.20696207953155646,,,,,
1781520650.8101652,/guidance/setpoint,,,0.09235148188552976,0.0,,,
1781520650.8103042,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.8311734,/auv/state,0.09483834143429704,0.21058282231126507,,,,,
1781520650.8314128,/guidance/setpoint,,,0.09640074512407966,0.0,,,
1781520650.8315797,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.8573878,/guidance/setpoint,,,0.09483834143429704,0.0,,,
1781520650.857509,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.859342,/auv/state,0.09780534549015095,0.21058282231126507,,,,,
1781520650.8773532,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.8786442,/auv/state,0.09636833263493827,0.20416052532290951,,,,,
1781520650.8788085,/guidance/setpoint,,,0.09780534549015095,0.0,,,
1781520650.9193478,/auv/state,0.09501076116795251,0.20416052532290951,,,,,
1781520650.9197104,/guidance/setpoint,,,0.09636833263493827,0.0,,,
1781520650.9198284,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.9226823,/auv/state,0.0953085285600978,0.2070782690702923,,,,,
1781520650.9229794,/guidance/setpoint,,,0.09501076116795251,0.0,,,
1781520650.9230618,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.9403272,/auv/state,0.09756504133065391,0.2033955121008278,,,,,
1781520650.940584,/guidance/setpoint,,,0.0953085285600978,0.0,,,
1781520650.940753,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.9609852,/auv/state,0.10057413824892227,0.2033955121008278,,,,,
1781520650.9611542,/guidance/setpoint,,,0.09756504133065391,0.0,,,
1781520650.9612608,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.9841256,/guidance/setpoint,,,0.10057413824892227,0.0,,,
1781520650.9843223,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781520650.9865522,/auv/state,0.09768504061912608,0.2066453412902363,,,,,
1781520651.005306,/auv/state,0.09330468429666515,0.2066453412902363,,,,,
1781520651.005594,/guidance/setpoint,,,0.09768504061912608,0.0,,,
