Doğrulama kararı,Test süresi (s),Hedef mesafe (m),İlerleme (m),Son cross-track hata (m),Cross-track RMSE (m),Derinlik RMSE (m),Başlangıç GT-UKF çerçeve ofseti (m),GT yer değiştirme (m),UKF yer değiştirme (m),UKF karşılaştırma durumu,UKF konum RMSE (m),UKF zaman eşleme ortalama hatası (ms),UKF zaman eşleme maksimum hatası (ms),Maksimum hız (m/s),DVL hız sınırı ihlal sayısı,Navigasyon geçerli oranı,Navigasyon degraded oranı
BAŞARISIZ - ROS/Gazebo politika adayı koşulları sağlanmadı,95.08914804458618,49.828328782960725,67.88663979326093,11.28261260625068,7.15391659629213,1.3029699867088067,4.029456418167657,68.84145629765366,68.76435107061033,GEÇERLİ,0.35999499123290346,9.565109691461368,66.93315505981445,1.4201335745836898,0,1.0,0.032233694283555776
