Episode sayısı,Kabul edilen episode sayısı,Hedefe ulaşan episode sayısı,DVL hız sınırı toplam ihlal sayısı,Ortalama cross-track RMSE (m),Ortalama derinlik RMSE (m),Ortalama UKF konum RMSE (m)
6,5,5,0,1.6638932113272673,0.273559067209652,0.10694635847389909
