episode,Doğrulama kararı,Test süresi (s),Hedef mesafe (m),İlerleme (m),Son cross-track hata (m),Cross-track RMSE (m),Derinlik RMSE (m),Başlangıç GT-UKF çerçeve ofseti (m),GT yer değiştirme (m),UKF yer değiştirme (m),UKF karşılaştırma durumu,UKF konum RMSE (m),UKF zaman eşleme ortalama hatası (ms),UKF zaman eşleme maksimum hatası (ms),Maksimum hız (m/s),DVL hız sınırı ihlal sayısı,Navigasyon geçerli oranı,Navigasyon degraded oranı
rl_policy_diagonal_current_20260615_235217,KABUL - ROS/Gazebo politika adayı koşulları sağlandı,42.03042411804199,49.71941192549281,48.42195882965707,0.740753615829721,0.469637934734124,0.0807828816909357,3.9577225275191013,48.42775442922572,48.43493968885317,GEÇERLİ,0.07720704640985424,8.589436891452818,27.832746505737305,1.7154493224513638,0,1.0,0.0
