t,stage_name,stage
54.179,TURN_AROUND,1
54.229,TURN_AROUND,1
54.278999999999996,TURN_AROUND,1
54.32900000000001,TURN_AROUND,1
54.379000000000005,TURN_AROUND,1
54.429,TURN_AROUND,1
54.479,TURN_AROUND,1
54.528999999999996,TURN_AROUND,1
54.57900000000001,TURN_AROUND,1
54.629000000000005,TURN_AROUND,1
54.679,TURN_AROUND,1
54.729,TURN_AROUND,1
54.778999999999996,TURN_AROUND,1
54.82900000000001,TURN_AROUND,1
54.879000000000005,TURN_AROUND,1
54.929,TURN_AROUND,1
54.979,TURN_AROUND,1
55.028999999999996,TURN_AROUND,1
55.07900000000001,TURN_AROUND,1
55.129000000000005,TURN_AROUND,1
55.179,TURN_AROUND,1
55.229,TURN_AROUND,1
55.278999999999996,TURN_AROUND,1
55.33,TURN_AROUND,1
55.379000000000005,TURN_AROUND,1
55.429,TURN_AROUND,1
55.479,TURN_AROUND,1
55.528999999999996,TURN_AROUND,1
55.57900000000001,TURN_AROUND,1
55.629000000000005,TURN_AROUND,1
55.679,TURN_AROUND,1
55.729,TURN_AROUND,1
55.778999999999996,TURN_AROUND,1
55.82900000000001,TURN_AROUND,1
55.879000000000005,TURN_AROUND,1
55.929,TURN_AROUND,1
55.979,TURN_AROUND,1
56.028999999999996,TURN_AROUND,1
56.07900000000001,TURN_AROUND,1
