test,samples,duration_sec,position_rmse_m,position_max_error_m,depth_rmse_m,speed_rmse_mps,yaw_rmse_deg,yaw_max_error_deg,max_along_track_m,max_abs_cross_track_m,stage1_finish_line_error_m,stage1_finish_cross_track_m,stage1_outbound_50m_valid,stage1_finish_line_valid,unique_stages
stage1_fsm,3241,108.0,0.03378257413065689,0.04918191603057204,0.0014547286667103206,0.01525794848575392,0.05864145707753504,0.1192307040447853,73.84271434711846,32.6023517436566,1.7242751487927706,32.544988092601066,True,False,"IDLE, SAVE_START_POINT, DIVE_TO_DEPTH, PRE_CRUISE_10M, START_TIMED_RUN, OUTBOUND_CRUISE_50M, TURN_AROUND, RETURN_TO_FINISH_LINE, CUT_POWER, COMPLETE"
