session,recording_duration_sec,message_count,topic_count,resource_sample_count,rosout_count,rosout_levels,bag_size_mb,average_bag_mb_s,estimated_one_hour_bag_mb,generated_figures
recording,46.32878232002258,86874,30,1131,78,"{'20': 76, '30': 1, '40': 1}",13.376413345336914,0.2887279284168847,1039.420542300785,"['known_signal_timeseries.png', 'process_cpu_max.png', 'process_memory_max.png', 'rosout_levels.png', 'topic_counts.png', 'topic_rates.png']"
