t,x,y,z,vx,vy,vz,yaw,mode,target_x,target_y,target_yaw,target_speed,cross_track,along_track
8.26490044593811,4.1119693843515055,-5.474001262749273e-07,-0.10060801589549086,0.00017035542335906682,2.1700660655137597e-09,0.00027811374520963963,-3.530111676037253e-06,WAYPOINT,18.099884087448572,-0.06566230169619303,0.0,0.8,0.0,0.0
8.264982461929321,4.1119693843515055,-5.474001262749273e-07,-0.10060801589549086,0.00017035542335906682,2.1700660655137597e-09,0.00027811374520963963,-3.530111676037253e-06,WAYPOINT,18.099884087448572,-0.06566230169619303,0.0,0.8,0.0,0.0
8.286340951919556,4.111972260234296,-5.473409779964815e-07,-0.10059651625295901,0.00014389573056773684,-1.4898399158703893e-09,0.0006768070453665208,-3.5301418590054953e-06,WAYPOINT,18.099884087448572,-0.06566230169619303,0.0,0.8,1.3558903144157399e-08,2.875850827977026e-06
8.286370038986206,4.111972260234296,-5.473409779964815e-07,-0.10059651625295901,0.00014389573056773684,-1.4898399158703893e-09,0.0006768070453665208,-3.5301418590054953e-06,WAYPOINT,18.099884087448572,-0.06566230169619303,0.0,0.8,1.3558903144157399e-08,2.875850827977026e-06
8.308099746704102,4.1119748735109845,-5.472893743711038e-07,-0.10057699728887481,0.00013258929734920262,-4.752244634741984e-09,0.0010730091486008792,-3.530156396987879e-06,WAYPOINT,18.099884087448572,-0.06566230169619303,0.0,0.8,2.587755564681187e-08,5.489098482427126e-06
8.308170318603516,4.1119748735109845,-5.472893743711038e-07,-0.10057699728887481,0.00013258929734920262,-4.752244634741984e-09,0.0010730091486008792,-3.530156396987879e-06,WAYPOINT,18.099884087448572,-0.06566230169619303,0.0,0.8,2.587755564681187e-08,5.489098482427126e-06
8.327667713165283,4.112431190460056,5.762167550418302e-05,-0.10036280737735763,0.03365878558454165,0.002534792224493937,0.014885085403168505,-9.559156141456341e-05,WAYPOINT,18.099884087448572,-0.06566230169619303,0.0,0.8,6.033621070913608e-05,0.0004615279676587578
8.327700853347778,4.112431190460056,5.762167550418302e-05,-0.10036280737735763,0.03365878558454165,0.002534792224493937,0.014885085403168505,-9.559156141456341e-05,WAYPOINT,18.099884087448572,-0.06566230169619303,0.0,0.8,6.033621070913608e-05,0.0004615279676587578
8.347739219665527,4.113742088064813,9.467868256546391e-05,-0.09984926581047189,0.07624439283779441,0.001639199346711655,0.028528310744097292,-0.00015802458613407716,WAYPOINT,18.099884087448572,-0.06566230169619303,0.0,0.8,0.00010354632772368551,0.0017722371793900543
8.34775447845459,4.113742088064813,9.467868256546391e-05,-0.09984926581047189,0.07624439283779441,0.001639199346711655,0.028528310744097292,-0.00015802458613407716,WAYPOINT,18.099884087448572,-0.06566230169619303,0.0,0.8,0.00010354632772368551,0.0017722371793900543
