time,topic,depth,speed,target_depth,target_speed,cmd_forward,cmd_vertical,cmd_yaw_rate
1781522156.3128734,/auv/state,0.0995451730223067,0.02408079741806421,,,,,
1781522156.313303,/guidance/setpoint,,,0.0995451730223067,0.0,,,
1781522156.3134274,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.3351912,/auv/state,0.10292798002252955,0.02408079741806421,,,,,
1781522156.339389,/auv/state,0.09836871263652937,0.024449570238582026,,,,,
1781522156.339911,/guidance/setpoint,,,0.10292798002252955,0.0,,,
1781522156.3400722,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.3476114,/auv/state,0.10002336056913919,0.030513268904929645,,,,,
1781522156.3478217,/guidance/setpoint,,,0.09836871263652937,0.0,,,
1781522156.347989,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.36622,/auv/state,0.0990534835234663,0.030513268904929645,,,,,
1781522156.3664358,/guidance/setpoint,,,0.10002336056913919,0.0,,,
1781522156.3665843,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.3870568,/auv/state,0.09958187245456429,0.031062592093129955,,,,,
1781522156.3872485,/guidance/setpoint,,,0.0990534835234663,0.0,,,
1781522156.387385,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.4142206,/auv/state,0.0963773463381806,0.031062592093129955,,,,,
1781522156.4145863,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.4169989,/guidance/setpoint,,,0.0963773463381806,0.0,,,
1781522156.4330983,/guidance/setpoint,,,0.0963773463381806,0.0,,,
1781522156.434166,/auv/state,0.10113459999504142,0.01726453812127828,,,,,
1781522156.434298,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.4530358,/auv/state,0.10117624314443674,0.017612975133927587,,,,,
1781522156.4531872,/guidance/setpoint,,,0.10113459999504142,0.0,,,
1781522156.4543447,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.4767275,/auv/state,0.09510724644361372,0.017612975133927587,,,,,
1781522156.4769533,/guidance/setpoint,,,0.10117624314443674,0.0,,,
1781522156.4771144,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.4968536,/guidance/setpoint,,,0.09510724644361372,0.0,,,
1781522156.497038,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.4997602,/auv/state,0.09797613534101401,0.013327847649853602,,,,,
1781522156.5193648,/auv/state,0.10106957488375914,0.013327847649853602,,,,,
1781522156.5197282,/guidance/setpoint,,,0.09797613534101401,0.0,,,
1781522156.519872,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.5413914,/auv/state,0.09572318031972342,0.013638488066344068,,,,,
1781522156.541507,/guidance/setpoint,,,0.10106957488375914,0.0,,,
1781522156.5415754,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.562229,/auv/state,0.09718386349322827,0.018204858481668546,,,,,
1781522156.562461,/guidance/setpoint,,,0.09572318031972342,0.0,,,
1781522156.5626192,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.5813177,/auv/state,0.10100128022819563,0.018204858481668546,,,,,
1781522156.581491,/guidance/setpoint,,,0.09718386349322827,0.0,,,
1781522156.5815988,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.6011708,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.6029105,/auv/state,0.10060479597632366,0.018605350398136353,,,,,
1781522156.6031065,/guidance/setpoint,,,0.10100128022819563,0.0,,,
1781522156.625271,/auv/state,0.09696005614864454,0.018605350398136353,,,,,
1781522156.625663,/guidance/setpoint,,,0.10060479597632366,0.0,,,
1781522156.625844,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.644384,/auv/state,0.10112397675087097,0.024690436705299964,,,,,
1781522156.644605,/guidance/setpoint,,,0.09696005614864454,0.0,,,
1781522156.648605,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.6645758,/auv/state,0.09969251106667798,0.02529365374418646,,,,,
1781522156.66481,/guidance/setpoint,,,0.10112397675087097,0.0,,,
1781522156.6649754,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.687023,/guidance/setpoint,,,0.09969251106667798,0.0,,,
1781522156.68716,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.6892755,/auv/state,0.10274354424626661,0.02529365374418646,,,,,
1781522156.7072055,/auv/state,0.10126216121125253,0.024395857485141545,,,,,
1781522156.7075086,/guidance/setpoint,,,0.10274354424626661,0.0,,,
1781522156.7076771,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.7496548,/auv/state,0.10014108466373108,0.024395857485141545,,,,,
1781522156.7499225,/guidance/setpoint,,,0.10126216121125253,0.0,,,
1781522156.7500196,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.754139,/guidance/setpoint,,,0.10014108466373108,0.0,,,
1781522156.754294,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.7581534,/auv/state,0.10053025729684475,0.0248867580467613,,,,,
1781522156.7749715,/guidance/setpoint,,,0.10053025729684475,0.0,,,
1781522156.775133,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.7768655,/auv/state,0.10293465503309562,0.031994840859238094,,,,,
1781522156.7975523,/guidance/setpoint,,,0.10293465503309562,0.0,,,
1781522156.7977192,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.800161,/auv/state,0.10596306325316282,0.031994840859238094,,,,,
1781522156.8246875,/guidance/setpoint,,,0.10596306325316282,0.0,,,
1781522156.8248773,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.8279805,/auv/state,0.10321779426294597,0.03273763541411847,,,,,
1781522156.8439474,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.84628,/auv/state,0.09882981058923905,0.03273763541411847,,,,,
1781522156.846762,/guidance/setpoint,,,0.10321779426294597,0.0,,,
1781522156.867581,/auv/state,0.1028241769267435,0.021432448728844995,,,,,
1781522156.867845,/guidance/setpoint,,,0.09882981058923905,0.0,,,
1781522156.8680484,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.8883307,/auv/state,0.10310818211473816,0.02192278628178951,,,,,
1781522156.8886204,/guidance/setpoint,,,0.1028241769267435,0.0,,,
1781522156.8887093,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.9185724,/auv/state,0.10413149280643466,0.02192278628178951,,,,,
1781522156.9188025,/guidance/setpoint,,,0.10310818211473816,0.0,,,
1781522156.918921,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.940092,/auv/state,0.10364597710486123,0.016879674984363467,,,,,
1781522156.9402423,/guidance/setpoint,,,0.10413149280643466,0.0,,,
1781522156.9403422,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.9590013,/guidance/setpoint,,,0.10364597710486123,0.0,,,
1781522156.961583,/auv/state,0.10495313395025042,0.016879674984363467,,,,,
1781522156.9618206,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522156.984183,/auv/state,0.10217597271081766,0.017206227223409774,,,,,
1781522156.9843671,/guidance/setpoint,,,0.10495313395025042,0.0,,,
1781522156.9846303,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.0044372,/guidance/setpoint,,,0.10217597271081766,0.0,,,
1781522157.0057778,/auv/state,0.10479919095268997,0.009446636752127157,,,,,
1781522157.0059636,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.0253174,/auv/state,0.10531392508531373,0.009446636752127157,,,,,
1781522157.0256102,/guidance/setpoint,,,0.10479919095268997,0.0,,,
1781522157.0257864,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.0505962,/guidance/setpoint,,,0.10531392508531373,0.0,,,
1781522157.0529387,/auv/state,0.10475694243632461,0.009643121898744934,,,,,
1781522157.0531366,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.071212,/auv/state,0.10386688455447377,0.009643121898744934,,,,,
1781522157.0714977,/guidance/setpoint,,,0.10475694243632461,0.0,,,
1781522157.071654,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.091891,/auv/state,0.09643635909116903,0.016861483142771038,,,,,
1781522157.0921297,/guidance/setpoint,,,0.10386688455447377,0.0,,,
1781522157.0922885,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.113076,/auv/state,0.10203203503942859,0.017224742086908655,,,,,
1781522157.1133134,/guidance/setpoint,,,0.09643635909116903,0.0,,,
1781522157.113465,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.135852,/auv/state,0.10225391760691285,0.017224742086908655,,,,,
1781522157.1360812,/guidance/setpoint,,,0.10203203503942859,0.0,,,
1781522157.1362383,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.156588,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.159308,/auv/state,0.10198087436674541,0.01572311319966273,,,,,
1781522157.159612,/guidance/setpoint,,,0.10225391760691285,0.0,,,
1781522157.1770177,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.1784966,/auv/state,0.1057195680212632,0.01572311319966273,,,,,
1781522157.1788003,/guidance/setpoint,,,0.10198087436674541,0.0,,,
1781522157.200531,/guidance/setpoint,,,0.1057195680212632,0.0,,,
1781522157.2006662,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.2023118,/auv/state,0.09931406188043554,0.015991036649425184,,,,,
1781522157.2224865,/auv/state,0.10064909031825664,0.02091634678227964,,,,,
1781522157.222723,/guidance/setpoint,,,0.09931406188043554,0.0,,,
1781522157.2228897,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.242653,/auv/state,0.10045471572439027,0.02091634678227964,,,,,
1781522157.2430215,/guidance/setpoint,,,0.10064909031825664,0.0,,,
1781522157.2432842,/sara_uuv/cmd_vel,,,,,0.0,0.0,0.0
1781522157.2710893,/auv/state,0.09903956927382751,0.021345963924474815,,,,,
1781522157.271558,/guidance/setpoint,,,0.10045471572439027,0.0,,,
