episode,Doğrulama kararı,Test süresi (s),Hedef mesafe (m),İlerleme (m),Son cross-track hata (m),Cross-track RMSE (m),Derinlik RMSE (m),Başlangıç GT-UKF çerçeve ofseti (m),GT yer değiştirme (m),UKF yer değiştirme (m),UKF karşılaştırma durumu,UKF konum RMSE (m),UKF zaman eşleme ortalama hatası (ms),UKF zaman eşleme maksimum hatası (ms),Maksimum hız (m/s),DVL hız sınırı ihlal sayısı,Navigasyon geçerli oranı,Navigasyon degraded oranı
rl_policy_reverse_current_20260615_235346,KABUL - ROS/Gazebo politika adayı koşulları sağlandı,63.88395166397095,49.832064080880144,48.41008515807218,-0.041358780681836516,0.387331388142004,0.05384926619307851,3.9715291789132894,48.41014861525736,48.45615772633465,GEÇERLİ,0.055421720088245405,8.661379882710635,29.0982723236084,1.2633679440131682,0,1.0,0.0
