test,samples,mean_x_mps,mean_y_mps,mean_z_mps,max_magnitude_mps,decision
ocean_current_services,871,0.3360417863785991,0.05045821927599269,0.005740261073139919,0.5568349157072433,KABUL — akıntı servisi belirleyici şekilde yayın yaptı
